drugname,n,category,group
"Volume (mL)-sodium chloride 0.9 % bolus 2,000 mL (ml/hr)",32,,
D10/0.45 (ml/hr),33,dextrose-10,iv-sugar
D5 .45 (ml/hr),33,dextrose-5,iv-sugar
d5 1/2ns. (ml/hr),33,dextrose-5,iv-sugar
D5 45%NS (ml/hr),33,dextrose-5,iv-sugar
D5.45 NS/20meq KCL (ml/hr),33,dextrose-5,iv-sugar
D51/2 NSS + KCL 40meq (ml/hr),33,dextrose-5,iv-sugar
d5ns (ml/hr),33,dextrose-5,iv-sugar
D5W with 150meq NaHCO3/L (ml/hr),33,dextrose-5,iv-sugar
D5W WITH HCO3 (ml/hr),33,dextrose-5,iv-sugar
d5W/NaCO3 (ml/hr),33,dextrose-5,iv-sugar
1/2 NS with 30 KCl (ml/hr),33,,
albumin 25% (ml/hr),33,,
CLEVIDIPINE (mg/hr),33,,
FE Dextran (ml/hr),33,,
Fent/Bupi Epidural (ml/hr),33,,
FLAGYL (ml/hr),33,,
Lorazepam (mg/kg/hr),33,,
MVI BAG (ml/hr),33,,
Nitroprusside(Nipride)STD 50 mg Dextrose 5% 250 ml (mcg/kg/min),33,,
NS w/ 20meq KCL (ml/hr),33,,
octreotide (mcg/hr),33,,
Other #2 mL/hr (ml/hr),33,,
RBC's (ml/hr),33,,
Solumedrol  (mg/kg/hr),33,,
Sterile Water w/75meq Bicarb (ml/hr),33,,
TF  (ml/hr),33,,
Warmed NS - Belmont (ml/hr),33,,
D5HCO3 (ml/hr),34,dextrose-5,iv-sugar
D5LR20K (ml/hr),34,dextrose-5,iv-sugar
D5NSS.45 c 75 mEq (ml/hr),34,dextrose-5,iv-sugar
 3% NACL (ml/hr),34,,
0.9 Sodium Chloride (ml/hr),34,,
1.8% NS (ml/hr),34,,
2% Saline (ml/hr),34,,
3 %NaCl (ml/hr),34,,
bicarb drip (ml/hr),34,,
Bivalirudin (Angiomax) 250 mg Sodium Chloride 0.9% 50 ml (mg/kg/hr),34,,
C ABX _NSS (ml/hr),34,,
Dexmedetomidine (mg/kg/hr),34,,
ketamine (mg/kg/min),34,,
NS 20KCL (ml/hr),34,,
NSS carrier heparin (ml/hr),34,,
NSS carrier lasix (ml/hr),34,,
NSS RFS (ml/hr),34,,
TPA (),34,,
Volume (mL) Immune Globulin (Human) (ml/hr),34,,
D5 0.9% (ml/hr),35,dextrose-5,iv-sugar
D5 1/2NS +KCl 10 mEq (ml/hr),35,dextrose-5,iv-sugar
D5 150meq bicarb (ml/hr),35,dextrose-5,iv-sugar
D5/0.9NSS (ml/hr),35,dextrose-5,iv-sugar
D51/2NS20KCL10MMKPHO (ml/hr),35,dextrose-5,iv-sugar
D5W 1/2NS (ml/hr),35,dextrose-5,iv-sugar
D5W w/150MEQ NaHC03 (ml/hr),35,dextrose-5,iv-sugar
Activase Cathflo (mg/hr),35,,
Dilaudid (ml/hr),35,,
Hypertonic NSS (ml/hr),35,,
LR + 10 meq KCl  (ml/hr),35,,
MIv (ml/hr),35,,
Na Bicarb  (ml/hr),35,,
N-Acetylcystine (mg/kg/hr),35,,
NS for Blood Administration,35,,
nss/abx (ml/hr),35,,
d5 0.45%ns (ml/hr),36,dextrose-5,iv-sugar
D5/0.2%NACL w/20meq kcl (ml/hr),36,dextrose-5,iv-sugar
D5/0.9NS (ml/hr),36,dextrose-5,iv-sugar
d5W/ .9% NS (ml/hr),36,dextrose-5,iv-sugar
.45% NS (ml/hr),36,,
0.45%NSS+40mEq potassium (ml/hr),36,,
1/2NS + 2Amps HCO3 (ml/hr),36,,
1/4 NS (ml/hr),36,,
1/4 NSS (ml/hr),36,,
1000cc d5w w/ 3 amps nahco3 (ml/hr),36,,
Bicarb IVF (ml/hr),36,,
ffp (ml/hr),36,,
Labetalol STD 500 mg Sodium Chloride 0.9% 500 ml (mg/min),36,,
Multivitamin fluid (ml/hr),36,,
NS via Venous Sheath (ml/hr),36,,
NSS w/ABX (ml/hr),36,,
Sodium Bicarb drip (ml/hr),36,,
"Sodium Chloride 0.9% 1,000 ml (ml/hr)",36,,
Vecuronium (mcg/kg/min) (mcg/kg/min),36,,
D5 1/2NS w/ 10K+ (ml/hr),37,dextrose-5,iv-sugar
D5 150mEqBicarb (ml/hr),37,dextrose-5,iv-sugar
D5/ 0.45%NSS/20meq KCL (ml/hr),37,dextrose-5,iv-sugar
D51/2 + KCl 20meq (ml/hr),37,dextrose-5,iv-sugar
D5-1/2 NS w/40 KCL (ml/hr),37,dextrose-5,iv-sugar
d5w + abx (ml/hr),37,dextrose-5,iv-sugar
D5W 40 MEQ KCL (ml/hr),37,dextrose-5,iv-sugar
D5W c 20K (ml/hr),37,dextrose-5,iv-sugar
0.45NSS+MVI (ml/hr),37,,
1/2 NS + 20 KCL (ml/hr),37,,
3 nacl (ml/hr),37,,
Anmiocaproic Acid (ml/hr),37,,
Lorazepam,37,,
MAG RIDER (ml/hr),37,,
NS rider (ml/hr),37,,
ns w/ 20 meq kcl (ml/hr),37,,
NS/20KCL (ml/hr),37,,
PROTONEX (mg/hr),37,,
D10 1/2 ns (ml/hr),38,dextrose-10,iv-sugar
D5 1/2NS with 20 KCl (ml/hr),38,dextrose-5,iv-sugar
D5 w 150 mEq bicarb (ml/hr),38,dextrose-5,iv-sugar
D5/ 0.45%NS (ml/hr),38,dextrose-5,iv-sugar
D5LRMVI (ml/hr),38,dextrose-5,iv-sugar
D5W/ 0.45NS (ml/hr),38,dextrose-5,iv-sugar
Lactated ringer (ml/hr),38,lactated-ringers,lactated-ringers
angiomax (mg/kg/hr),38,,
Argatroban  (mcg/kg/min),38,,
cardizem (mg/hr),38,,
NS+20KCL (ml/hr),38,,
D10 1/2 NSS (ml/hr),39,dextrose-10,iv-sugar
D5 0.45% NSS (ml/hr),39,dextrose-5,iv-sugar
D5 1/2 NS W/ 20 KCL (ml/hr),39,dextrose-5,iv-sugar
D5/.45Ns+20KCl (ml/hr),39,dextrose-5,iv-sugar
D5/LR with 10 mEq KCl (ml/hr),39,dextrose-5,iv-sugar
D5+40KCL (ml/hr),39,dextrose-5,iv-sugar
D51/2ns with 20kcl/l (ml/hr),39,dextrose-5,iv-sugar
D5NS +20KCL (ml/hr),39,dextrose-5,iv-sugar
FENTANYL PCA (mcg/hr),39,fentanyl,opioid
0.22 NSS (ml/hr),39,,
1/2NS + 40 KCl (ml/hr),39,,
3% hypertonic saline (ml/hr),39,,
Cisatracurium (Nimbex)STD 200 mg Sodium Chloride 0.9% 500 ml (mcg/kg/min),39,,
dextran (ml/hr),39,,
IVF NSS (ml/hr),39,,
normalsol (ml/hr),39,,
NS @ 75ml/hr (ml/hr),39,,
NS w/20K (ml/hr),39,,
NS w/20kcl (ml/hr),39,,
Sodim Bicarb in D5W (ml/hr),39,,
Volume (mL) Magnesium ,39,,
D5 1/2NS 20KCL (ml/hr),40,dextrose-5,iv-sugar
D5.45 NS (ml/hr),40,dextrose-5,iv-sugar
D50.9%NS (ml/hr),40,dextrose-5,iv-sugar
D51/2 NSS (ml/hr),40,dextrose-5,iv-sugar
naloxone (mcg/kg/hr),40,naloxone,naloxone
naloxone (mg/hr),40,naloxone,naloxone
3% NA+ CL (ml/hr),40,,
Calcium Chloride 6gms in 500ml d5w (ml/hr),40,,
Diluadid  (mg/hr),40,,
NS 20 K (ml/hr),40,,
Propofol (mcg/min),40,,
synthroid (mcg/hr),40,,
D10W @ 75 (ml/hr),41,dextrose-10,iv-sugar
D5 . 45 (ml/hr),41,dextrose-5,iv-sugar
D5 1/2NS +75MEQ HCO3 (ml/hr),41,dextrose-5,iv-sugar
Fibersource Enteral Feed (ml/hr),41,enteral-product-intake,nutrition-enteral
Narcan (mcg/kg/hr),41,naloxone,naloxone
".45 normal saline,  (ml/hr)",41,,
0.9%  Normal Saline (ml/hr),41,,
amicar (mg/hr),41,,
Amiodarone (mcg/min),41,,
Fenoldopam (mcg/kg/min),41,,
NaCL 0.9% Calcium gluconate (ml/hr),41,,
Nimbex (mcg/kg/hr),41,,
NSS w/ ABX (ml/hr),41,,
Penicillin (ml/hr),41,,
Volume (mL)-sodium chloride 0.9 % bolus 750 mL (ml/hr),41,,
D5 0.2% NaCl/20K (ml/hr),42,dextrose-5,iv-sugar
D5.9NS (ml/hr),42,dextrose-5,iv-sugar
D51/2nss w 20kcl (ml/hr),42,dextrose-5,iv-sugar
D5W,42,dextrose-5,iv-sugar
fentanyl (mcg/kg/min),42,fentanyl,opioid
Fentanyl/Bupivacaine/Dilaudid (ml/hr),42,fentanyl,opioid
0.9ns (ml/hr),42,,
ACTIVASE (mg/hr),42,,
Angiomax (mcg/kg/hr),42,,
epidural :fentanyl/duramorph/bupivicaine (ml/hr),42,,
Flolan (nanograms/kg/min),42,,
levophed (ml/hr),42,,
Normosol R (ml/hr),42,,
RHI - Scale A (units/hr),42,,
D5 .45 NS (ml/hr),43,dextrose-5,iv-sugar
D5 0.9% NS (ml/hr),43,dextrose-5,iv-sugar
 (mcg/kg/min),43,,
.45%NS (ml/hr),43,,
0.9% Ns (ml/hr),43,,
altepase (mg/hr),43,,
BICARB GTT (ml/hr),43,,
Epidural  (ml/hr),43,,
KCL (ml/hr),43,,
mivf (ml/hr),43,,
NSS + ABX (ml/hr),43,,
PROPOFOL (mcg/kg/min),43,,
Scale A RHI (units/hr),43,,
Sterile water with 3 amps of HCO3 (ml/hr),43,,
tranexamic acid (mg/hr),43,,
D5  1/2 NS (ml/hr),44,dextrose-5,iv-sugar
D5/ 0.45 NS (ml/hr),44,dextrose-5,iv-sugar
D5W LR (ml/hr),44,dextrose-5,iv-sugar
.45% NSS (ml/hr),44,,
0.9% normal saline (ml/hr),44,,
1/2 N.S (ml/hr),44,,
Agatroban (ml/hr),44,,
clevidipine (mg/hr),44,,
Fluids with bi-carb (ml/hr),44,,
Immune Globulin (10%) (mg/kg/hr),44,,
NS antibx (ml/hr),44,,
NS w/20 KCL (ml/hr),44,,
Nss atbx (ml/hr),44,,
Octreotide 500 mcg Sodium Chloride 0.9% 500 ml (mcg/hr),44,,
Volume (ml) Phenylephrine,44,,
D5W w/ Anbx (ml/hr),45,dextrose-5,iv-sugar
D5W/ Abx (ml/hr),45,dextrose-5,iv-sugar
Nutren 1.5 (ml/hr),45,enteral-product-intake,nutrition-enteral
Fentanyl (mcg/min),45,fentanyl,opioid
0.9 Saline (ml/hr),45,,
0.9NS w/20meq KCL (ml/hr),45,,
3% NA CL (ml/hr),45,,
3%NS (ml/hr),45,,
Normosol-R (ml/hr),45,,
D5 w/ 150meq Bicarb (ml/hr),46,dextrose-5,iv-sugar
D5% LR w/ 40 K (ml/hr),46,dextrose-5,iv-sugar
d51/2 w/ 40kcl (ml/hr),46,dextrose-5,iv-sugar
D5W +20KCL (ml/hr),46,dextrose-5,iv-sugar
0.45% NS D5W (ml/hr),46,,
0.9% sodium chloride (ml/hr),46,,
0.9% Sodium Chloride (ml/hr),46,,
acetadote (ml/hr),46,,
Ativan  (mg/hr),46,,
Isuprel  drip (mcg/min),46,,
NaHCO3 150mEq/1L 0.45%NaCl (ml/hr),46,,
NIMEX (mg/hr),46,,
NS bolus (ml/hr),46,,
NS PCA carry (ml/hr),46,,
NSS main (ml/hr),46,,
platelets (ml/hr),46,,
pRBC (ml/hr),46,,
water flush  (ml/hr),46,,
D5 1/2NS W/20K  (ml/hr),47,dextrose-5,iv-sugar
D5 LR w/ multivitamins (ml/hr),47,dextrose-5,iv-sugar
D5%/0.9%NS (ml/hr),47,dextrose-5,iv-sugar
Insuline Scale B (units/hr),47,insulin,insulin
0.9% NACL (ml/hr),47,,
glucerna 1.5 per peg (ml/hr),47,,
IV immunoglobulin (ml/hr),47,,
Jevity 1.5 TF (ml/hr),47,,
levophed  (mcg/min),47,,
NS 10 mEq K (ml/hr),47,,
PCA Dilaudid cont dose (mg/hr),47,,
Prograft (ml/hr),47,,
Promote Tube Feed (ml/hr),47,,
Sodium Bicarb w/ 0.45% NaCl (ml/hr),47,,
Sterile W c 150 mEq (ml/hr),47,,
D10 NSS (ml/hr),48,dextrose-10,iv-sugar
D5 0.45 %NS (ml/hr),48,dextrose-5,iv-sugar
D5W w 150mEq NaHCO3 (ml/hr),48,dextrose-5,iv-sugar
1.8% NaCl (ml/hr),48,,
Ativan (mg/hr),48,,
hts 3% (ml/hr),48,,
Ketamine500mg/250ccNS (mg/hr),48,,
MVI/Thiamine gtt (ml/hr),48,,
NS with Multi-vits (ml/hr),48,,
Veletri (nanograms/kg/min),48,,
D5 w/150meq bicarb (ml/hr),49,dextrose-5,iv-sugar
dobutrex (mg/kg/min),49,dobutamine,adrenergic-agent
fentanyl/bupivacaine (ml/hr),49,fentanyl,opioid
0.9NS  (ml/hr),49,,
1/2 normal saline (ml/hr),49,,
Bupivicaine Epidural (ml/hr),49,,
Lidocaine (mg/min) (mg/min),49,,
Nimbex (mg/kg/hr),49,,
NSS #3 (ml/hr),49,,
RBC (ml/hr),49,,
Sod Bicarb (ml/hr),49,,
D5.45 WITH 20 MEQ (ml/hr),50,dextrose-5,iv-sugar
D5W/0.45%NS (ml/hr),50,dextrose-5,iv-sugar
ivf without vasoactives (ml/hr),50,,
nafcillin (mg/hr),50,,
NS mf (ml/hr),50,,
ns w/ 3 amp bicarb (ml/hr),50,,
NS w/5g Mag sulfate (ml/hr),50,,
D5+MVI (ml/hr),51,dextrose-5,iv-sugar
D5LR W/10 KCL (ml/hr),51,dextrose-5,iv-sugar
"Volume (ml) Heparin-heparin 25,000 units in dextrose 500 mL infusion",51,dextrose-5,iv-sugar
.9 nss (ml/hr),51,,
0.9 Normal Saline (ml/hr),51,,
HTS (ml/hr),51,,
Integrilin mL/hr (ml/hr),51,,
ivig (ml/hr),51,,
D5 with 150 meq BiCarb (ml/hr),52,dextrose-5,iv-sugar
D5W 0.45NS (ml/hr),52,dextrose-5,iv-sugar
Insulin (scaleB) (units/hr),52,insulin,insulin
Morphine PCA (mg/hr),52,morphine,opiod
.45 NaCl (ml/hr),52,,
3% Normal Saline (ml/hr),52,,
albumin 5% (ml/hr),52,,
Blood products (ml/hr),52,,
Esmolol,52,,
Nimbix (mcg/kg/min),52,,
NS + KCl 20mEq (ml/hr),52,,
NS w/ tPA (ml/hr),52,,
NSS 20KCL (ml/hr),52,,
NSS w/ 7fr sheath (ml/hr),52,,
PCA Morphine (mg/hr),52,,
D5% 0.45%NS (ml/hr),53,dextrose-5,iv-sugar
D5LR with 10 meq K (ml/hr),53,dextrose-5,iv-sugar
insulin (ml/hr),53,insulin,insulin
1/2 NS w/thiamine + Folic acid (ml/hr),53,,
3%Hypertonic (ml/hr),53,,
NS+40K (ml/hr),53,,
NSS carrier (ml/hr),53,,
Piperacillin-Tazo 3.375GM 50 ml (ml/hr),53,,
Sodium Chloride 3% (ml/hr),53,,
D5 1/4ns (ml/hr),54,dextrose-5,iv-sugar
D5/0.45 NaCl (ml/hr),54,dextrose-5,iv-sugar
D5+150 mEq Bicarb (ml/hr),54,dextrose-5,iv-sugar
D5W 3 amp bicarb (ml/hr),54,dextrose-5,iv-sugar
Glucagon (mg/hr),54,glucagon,glucagon
0.9NS with ABx (ml/hr),54,,
Synthroid (mcg/hr),54,,
D5 1/2 +20KCL (ml/hr),55,dextrose-5,iv-sugar
Vasopressin (mg/min),55,vasopressin,antidiuretic
ALTEPASE (mg/hr),55,,
COOLANT (ml/hr),55,,
NS + KCl 40 mEq (ml/hr),55,,
NS with abx (ml/hr),55,,
NS/ABX (ml/hr),55,,
NS+ abx (ml/hr),55,,
NSS w/ versed/fent (ml/hr),55,,
Synthroid (ml/hr),55,,
d5/0.45% nacl/10K (ml/hr),56,dextrose-5,iv-sugar
d51/2 (ml/hr),56,dextrose-5,iv-sugar
0.45% Sodium Chloride (ml/hr),56,,
bicarb 3amps (ml/hr),56,,
Clinimix (ml/hr),56,,
DILAUDID PCA (mg/hr),56,,
NS + 20 mEq KCl (ml/hr),56,,
RHI (units/hr),56,,
D5W 150meq Bicarb (ml/hr),57,dextrose-5,iv-sugar
Norepinephrine (mg/hr),57,norepinephrine,adrenergic-agent
0.45NSS (ml/hr),57,,
Nafcilln (mg/hr),57,,
R Leg Arterial TPA (mg/hr),57,,
D5 & 150meq bicarb (ml/hr),58,dextrose-5,iv-sugar
Fentanyl625 mcg/Bupivicaine 312.5 mg (ml/hr),58,fentanyl,opioid
Norepinephrine (mcg/kg/hr),58,norepinephrine,adrenergic-agent
.45 NORMAL SALINE (ml/hr),58,,
1/2NS w/ 20meq KCL (ml/hr),58,,
1/2NSS w/75meq bicarb (ml/hr),58,,
ANGIOMAX (mg/kg/hr),58,,
Heparin (Unknown),58,,
MAGNESIUM (mg/hr),58,,
Magnesium Sulfate MAX 2 g Sterile Water (SWFI) 50 ml  Premix (Unknown),58,,
Remodulin (nanograms/kg/min),58,,
D50.9 (ml/hr),59,dextrose-5,iv-sugar
 NS with 20kcl/l  (ml/hr),59,,
NS W/KCL 20 (ml/hr),59,,
Pitocin (ml/hr),59,,
3 % NaCl (ml/hr),60,,
acetylcysteine (ml/hr),60,,
K PHOS RIDER (ml/hr),60,,
magnesium (mg/hr),60,,
NS/20MEQ KCL (ml/hr),60,,
Replete TF (ml/hr),60,,
RHI Scale A (units/hr),60,,
D5/ 150 MeQ Bicarb (ml/hr),61,dextrose-5,iv-sugar
NUTREN 1.5  (ml/hr),61,enteral-product-intake,nutrition-enteral
narcan (mg/hr),61,naloxone,naloxone
0.2% NSS w HC03 (ml/hr),61,,
1/2 NS + KCl 20 mEq (ml/hr),61,,
3% Hypertonic (ml/hr),61,,
Calcium gluconate (mg/hr),61,,
cycstacurium (mg/hr),61,,
Epidural-Bupivicaine/Fentanyl (ml/hr),61,,
Integrilin (mcg/kg/min),61,,
Levothyroid (mcg/hr),61,,
LR bolus (ml/hr),61,,
lactated ringer's (ml/hr),62,lactated-ringers,lactated-ringers
morphine pca (mg/hr),62,morphine,opiod
0.9%NS w/ 20 kcl (ml/hr),62,,
3% Sodium (ml/hr),62,,
BLOOD (ml/hr),62,,
IVF with MVI (ml/hr),62,,
Nitroprusside,62,,
Nitroprusside(Nipride)MAX 100 mg Dextrose 5% 250 ml (mcg/kg/min),62,,
NSS w/Abx (ml/hr),62,,
Potassium CL (Central) 20 mEq Sterile Water (SWFI) 50 ml  Premix (Unknown),62,,
D 10 (ml/hr),63,dextrose-10,iv-sugar
D5 0.45 (ml/hr),63,dextrose-5,iv-sugar
D5/0.9% NS w/20KCl (ml/hr),63,dextrose-5,iv-sugar
D5W w/150 meq bicarb (ml/hr),63,dextrose-5,iv-sugar
Hydromorphone (mcg/hr) (mcg/hr),63,hydromorphone,opioid
0.45% NS w/75meq NaHco3 (ml/hr),63,,
1/2NS  w/ 75 HCO3 (ml/hr),63,,
Bupivicaine 0.125% (ml/hr),63,,
NS/20meqKCL (ml/hr),63,,
NS+MVI (ml/hr),63,,
Sandostatin (mcg/hr),63,,
D5 N (ml/hr),64,dextrose-5,iv-sugar
fentanyl/bupivicaine (ml/hr),64,fentanyl,opioid
3% normal saline (ml/hr),64,,
alteplase (ml/hr),64,,
Bupivacaine 0.5%/fentanyl 1000mcg (ml/hr),64,,
IVIG (ml/hr),64,,
NS +Abx (ml/hr),64,,
NS abx line (ml/hr),64,,
PCA Dilaudid (ml/hr),64,,
Sandostatin (ml/hr),64,,
tf (ml/hr),64,,
D5 0.45% (ml/hr),65,dextrose-5,iv-sugar
1/2 NS  (ml/hr),65,,
Fenoldopam IVF Infused (ml/hr),65,,
Lasix (mg/hr),65,,
Procainamide (ml/hr),65,,
Tranexamic Acid (ml/hr),65,,
D5 0.45NS (ml/hr),66,dextrose-5,iv-sugar
D5/ NS (ml/hr),66,dextrose-5,iv-sugar
D5W2AMPNAHCO3 (ml/hr),66,dextrose-5,iv-sugar
BLOOD PRODUCTS (ml/hr),66,,
levothyroxine (mcg/hr),66,,
d5LR 10K (ml/hr),67,dextrose-5,iv-sugar
Lactated RIngers (ml/hr),67,lactated-ringers,lactated-ringers
0.45NS w/20mEq KCL (ml/hr),67,,
0.9% NSS Main (ml/hr),67,,
Cisatrscurium (mg/hr),67,,
D10/NS (ml/hr),68,dextrose-10,iv-sugar
D5NS  (ml/hr),68,dextrose-5,iv-sugar
0.9% w/20meqKCL (ml/hr),68,,
Amino acids 2.75% (ml/hr),68,,
Blood (ml/hr),68,,
Dexmedetomidine (mcg/kg/min),68,,
rbc (ml/hr),68,,
Tacrolimus (ml/hr),68,,
23.4% nacl (ml/hr),69,,
NSS +abx (ml/hr),69,,
Volume-Transfuse fresh frozen plasma,69,,
D5/0.45% NS (ml/hr),70,dextrose-5,iv-sugar
0.09 NS (ml/hr),70,,
Acetylcysteine (mcg/kg/hr),70,,
Amiodarone (load) 150 mg Dextrose 5% 100 ml (mg/min),70,,
Glucerna 1.5 TF (ml/hr),70,,
HEPARIN (units/hr),70,,
levothroxine (ml/hr),70,,
D5 1/2 NS with 20meq K (ml/hr),71,dextrose-5,iv-sugar
Nesiritide (BNP) (mcg/kg/min),71,,
0.9NSS (carrier) (ml/hr),72,,
magnesium sulfate (mg/hr),72,,
NOVASOURCE RENAL  (ml/hr),72,,
NS+ (ml/hr),72,,
NSS 20 KCL (ml/hr),72,,
D51/2 NS (ml/hr),73,dextrose-5,iv-sugar
 ns (ml/hr),73,,
0.9%  (ml/hr),73,,
ABX (ml/hr),73,,
NaHCO3 in steril H20 (ml/hr),73,,
NS 0.9 % (ml/hr),73,,
Replete (ml/hr),73,,
D5.45 (ml/hr),74,dextrose-5,iv-sugar
D5/0.45 (ml/hr),74,dextrose-5,iv-sugar
Lactated Ringers  (ml/hr),74,lactated-ringers,lactated-ringers
0.9% Normal saline (ml/hr),74,,
cistacurium (mg/hr),74,,
D5 w/ 150 mEq bicarb (ml/hr),75,dextrose-5,iv-sugar
D5W + 3 AMPs Sodium Bicarbonate (ml/hr),75,dextrose-5,iv-sugar
Insulin (Scale B) (units/hr),75,insulin,insulin
Morphine,75,morphine,opiod
.45 NS BICARB (ml/hr),75,,
.9NS (ml/hr),75,,
blood (ml/hr),75,,
IVF without vasoactives (ml/hr),75,,
NS + MVI (ml/hr),75,,
TPA mL/hr (ml/hr),75,,
D5 -1/2NS (ml/hr),76,dextrose-5,iv-sugar
D51/2NSS (ml/hr),76,dextrose-5,iv-sugar
D5W1/2NS W/ 10 KCL (ml/hr),76,dextrose-5,iv-sugar
BANANA BAG (ml/hr),76,,
BICARB DRIP (ml/hr),76,,
NS med flush (ml/hr),76,,
protonix (mg/hr),76,,
SOLUMEDROL  (ml/hr),76,,
D 5 .45 (ml/hr),77,dextrose-5,iv-sugar
norma lsaline (ml/hr),77,,
ns with 20k (ml/hr),77,,
D5.45 with 20 KCL (ml/hr),78,dextrose-5,iv-sugar
TubeFeed (ml/hr),78,enteral-nonspecific-intake,nutrition-enteral
cardene (ml/hr),78,,
Dexmedetomidine (mg/hr),78,,
Epoprostenol (ml/hr),78,,
versed (ml/hr),78,,
D5/SodiumBicarbonate  (ml/hr),79,dextrose-5,iv-sugar
D51/2ns (ml/hr),79,dextrose-5,iv-sugar
NS maintance (ml/hr),79,,
PRBC'S (ml/hr),79,,
SODIUM CHLORIDE 3% (ml/hr),79,,
D5 0.45%NS (ml/hr),80,dextrose-5,iv-sugar
D5.45%NS w/ 20 kcl (ml/hr),80,dextrose-5,iv-sugar
Volume (mL) TPN,80,parenteral,nutrition-parenteral
TPN w/insulin (ml/hr),80,parenteral-insulin,nutrition-parenteral
Bupivicaine Epidural infusion (ml/hr),80,,
Cardizem (mg/hr),80,,
Nesiritide (BNP) (ml/hr),80,,
0.9% NORMAL SALINE (ml/hr),81,,
epidural; fentanyl/lido/duramorph (ml/hr),81,,
IVF  (ml/hr),81,,
neo-synephrine (mcg/min),81,,
Novasource Renal TF (ml/hr),81,,
NSS w/ MVI (ml/hr),81,,
NTG (mcg/min) (mcg/min),81,,
Sterile Water with Amp Bicarb (ml/hr),81,,
Tpa (ml/hr),81,,
d5w (ml/hr),82,dextrose-5,iv-sugar
D5W w bicarb (ml/hr),82,dextrose-5,iv-sugar
0.45%NSS (ml/hr),82,,
Magnesium (mg/hr),82,,
protonix (ml/hr),82,,
Tacrolimus  (mg/hr),82,,
D5W + NaHCO3 150meq (ml/hr),83,dextrose-5,iv-sugar
Naloxone (mcg/kg/hr),83,naloxone,naloxone
Normal Saline 0.9 (ml/hr),83,,
NS L Femoral (ml/hr),83,,
NS R Femoral (ml/hr),83,,
TPA L Femoral (ml/hr),83,,
TPA R Femoral (ml/hr),83,,
1.8%NaCl (ml/hr),84,,
ABX/KVO (ml/hr),84,,
Aminophylline (ml/hr),84,,
Dextrose 10% (ml/hr),84,,
SODIUM BICARB (ml/hr),84,,
vecuronium (mg/hr),84,,
D5W +10KCL (ml/hr),85,dextrose-5,iv-sugar
0.9 NaCl (ml/hr),85,,
integrilin (mcg/kg/min),85,,
NA BICARB (ml/hr),85,,
rocuronium (mcg/kg/min),85,,
Albumin 5% (ml/hr),86,,
blood products (ml/hr),86,,
haldol (mg/hr),86,,
HTS 3% (ml/hr),86,,
Vecuronium (mg/hr),86,,
d5 0.45NS (ml/hr),88,dextrose-5,iv-sugar
NS + 20 KCL MEQ (ml/hr),88,,
IL (ml/hr),89,,
normasol (ml/hr),89,,
ns  (ml/hr),89,,
dobutrex (mcg/kg/min),90,dobutamine,adrenergic-agent
Alteplase (ml/hr),90,,
dilaudid PCA (mg/hr),90,,
hco3 (ml/hr),90,,
NSS w/ precedex/fent (ml/hr),90,,
Vancomycin (ml/hr),90,,
glucagon (mg/hr),91,glucagon,glucagon
D51/2NS20K (ml/hr),92,dextrose-5,iv-sugar
Naloxone (mg/hr),92,naloxone,naloxone
Nafcillin (mg/hr),92,,
0.45 Normal Saline (ml/hr),93,,
0.9 % NS (ml/hr),93,,
Milrinone (Primacor) 40 mg Dextrose 5% 200 ml (mcg/kg/min),93,,
Amiodarone (mcg/min) (mcg/min),94,,
norepinephrine Volume (ml),95,,
NS/abx (ml/hr),95,,
sod bicarb-75 meqs (ml/hr),95,,
 argatroban (mcg/kg/min),96,,
KVO- 0.9% NS (ml/hr),98,,
LR  (ml/hr),98,,
NSS flush (ml/hr),98,,
nss/manifold (ml/hr),98,,
Octreotide,98,,
vecorunium (mcg/kg/min),98,,
D5/LR (ml/hr),99,dextrose-5,iv-sugar
D5LR w/10 KCL (ml/hr),99,dextrose-5,iv-sugar
D5 0.9NSS (ml/hr),100,dextrose-5,iv-sugar
D51/2 (ml/hr),100,dextrose-5,iv-sugar
1/2NS +20KCL (ml/hr),100,,
NSS # 2 (ml/hr),100,,
Phenylephrine (mcg/min) (mcg/min),100,,
Volume (mL) Vecuronium  (ml/hr),100,,
NS with 20 KCL (ml/hr),101,,
LACTATED RINGERS (ml/hr),102,lactated-ringers,lactated-ringers
LR w/ Anbx (ml/hr),102,,
Volume (mL) Lipids,103,,
D5 NS w 20K (ml/hr),104,dextrose-5,iv-sugar
Cisatracurium (mg/kg/min),104,,
NSS Bolus (ml/hr),104,,
D5 .9 NSS (ml/hr),105,dextrose-5,iv-sugar
Cardene (mg/hr),105,,
HA (ml/hr),105,,
Magnesium (ml/hr),105,,
Dilaudid PCA (ml/hr),106,,
NS+20MEQKCL (ml/hr),106,,
d5 w/ 3 amps bicarb (ml/hr),107,dextrose-5,iv-sugar
Octreotide (mg/hr),107,,
Platelets (ml/hr),107,,
3% SODIUM (ml/hr),108,,
argatroban  (mcg/kg/min),108,,
banana bag (ml/hr),108,,
Haldol (mg/hr),108,,
Pentobarbital (mg/hr),108,,
D5 0.45% NS (ml/hr),109,dextrose-5,iv-sugar
NaCl 0.9% (ml/hr),109,,
normal saline 20K (ml/hr),109,,
NS w/ABX (ml/hr),109,,
