cellpath,celllabel,N,category,group
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Crystalloids (ml)|levophed,levophed,1464,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Crystalloids (ml)|Levophed,Levophed,3509,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Crystalloids (ml)|LEVOPHED,LEVOPHED,920,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Crystalloids (ml)|Levophed gtt,Levophed gtt,114,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Crystalloids (ml)|lidocaine,lidocaine,466,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Crystalloids (ml)|lipids,lipids,112,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Crystalloids (ml)|Lipids,Lipids,434,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Crystalloids (ml)|LORazePAM,LORazePAM,389,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Crystalloids (ml)|Lorazepam-IN,Lorazepam-IN,176,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Crystalloids (ml)|LR,LR,548,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Crystalloids (ml)|LR ,LR ,41948,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Crystalloids (ml)|LR  w/20 mEq KCL 1000 ml,LR  w/20 mEq KCL 1000 ml,207,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Crystalloids (ml)|LR  w/40 mEq KCL,LR  w/40 mEq KCL,171,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Crystalloids (ml)|LR  w/40 mEq KCL 1000 ml,LR  w/40 mEq KCL 1000 ml,245,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Crystalloids (ml)|LR  w/60 mEq KCL 1000 ml,LR  w/60 mEq KCL 1000 ml,114,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Crystalloids (ml)|LR bolus,LR bolus,331,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Crystalloids (ml)|LR Bolus,LR Bolus,106,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Crystalloids (ml)|Mag,Mag,147,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Crystalloids (ml)|Magnesium,Magnesium,225,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Crystalloids (ml)|magnesium,magnesium,134,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Crystalloids (ml)|MAGNESIUM SULFATE,MAGNESIUM SULFATE,256,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Crystalloids (ml)|Main IVF,Main IVF,108,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Crystalloids (ml)|Mannitol,Mannitol,543,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Crystalloids (ml)|mannitol,mannitol,141,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Crystalloids (ml)|Meropenem,Meropenem,552,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Crystalloids (ml)|meropenem,meropenem,134,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Crystalloids (ml)|Meropenum,Meropenum,106,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Crystalloids (ml)|midazolam,midazolam,11577,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Crystalloids (ml)|Midazolam (NS)-IN,Midazolam (NS)-IN,767,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Crystalloids (ml)|Midazolam-IN,Midazolam-IN,460,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Crystalloids (ml)|milrinone,milrinone,1577,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Crystalloids (ml)|Milrinone,Milrinone,134,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Crystalloids (ml)|Milrinone-IN,Milrinone-IN,380,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Crystalloids (ml)|morPHINe,morPHINe,682,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Crystalloids (ml)|Morphine,Morphine,120,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Crystalloids (ml)|Morphine-IN,Morphine-IN,288,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Crystalloids (ml)|Na Acetate,Na Acetate,395,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Crystalloids (ml)|NA Acetate,NA Acetate,112,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Crystalloids (ml)|Na Acetate 1.26%,Na Acetate 1.26%,383,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Crystalloids (ml)|NaCl 1.5%,NaCl 1.5%,155,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Crystalloids (ml)|Nafcillin,Nafcillin,572,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Crystalloids (ml)|nafcillin 500mg/hr,nafcillin 500mg/hr,296,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Crystalloids (ml)|NaPhos,NaPhos,105,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Crystalloids (ml)|Neo,Neo,188,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Crystalloids (ml)|Neosynephrine,Neosynephrine,113,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Crystalloids (ml)|NESIRITIDE (BNP),NESIRITIDE (BNP),104,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Crystalloids (ml)|niCARdipine,niCARdipine,6179,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Crystalloids (ml)|Nicardipine,Nicardipine,204,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Crystalloids (ml)|nicardipine,nicardipine,125,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Crystalloids (ml)|Nicardipine (NS)-IN,Nicardipine (NS)-IN,501,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Crystalloids (ml)|Nicardipine-IN,Nicardipine-IN,443,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Crystalloids (ml)|Nimbex,Nimbex,426,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Crystalloids (ml)|nimbex,nimbex,250,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Crystalloids (ml)|nitroglycerin,nitroglycerin,3475,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Crystalloids (ml)|Nitroglycerin-IN,Nitroglycerin-IN,373,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Crystalloids (ml)|nitroprusside,nitroprusside,258,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Crystalloids (ml)|norepinephrine,norepinephrine,24989,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Crystalloids (ml)|Norepinephrine,Norepinephrine,286,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Crystalloids (ml)|NOREPINEPHRINE,NOREPINEPHRINE,121,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Crystalloids (ml)|Norepinephrine V3-IN,Norepinephrine V3-IN,3789,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Crystalloids (ml)|NS,NS,5149,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Crystalloids (ml)|NS ,NS ,293650,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Crystalloids (ml)|NS  w/ mEq KCL,NS  w/ mEq KCL,306,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Crystalloids (ml)|NS  w/15 mmol (as PO4) KPO4 250 ml,NS  w/15 mmol (as PO4) KPO4 250 ml,345,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Crystalloids (ml)|NS  w/15 mmol (as PO4) NaPO4 250 ml,NS  w/15 mmol (as PO4) NaPO4 250 ml,105,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Crystalloids (ml)|NS  w/150 mEq NaHCO3 1000 ml,NS  w/150 mEq NaHCO3 1000 ml,113,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Crystalloids (ml)|NS  w/20 mEq KCL,NS  w/20 mEq KCL,3224,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Crystalloids (ml)|NS  w/20 mEq KCL 1000 ml,NS  w/20 mEq KCL 1000 ml,5356,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Crystalloids (ml)|NS  w/30 mmol (as PO4) KPO4,NS  w/30 mmol (as PO4) KPO4,106,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Crystalloids (ml)|NS  w/30 mmol (as PO4) KPO4 250 ml,NS  w/30 mmol (as PO4) KPO4 250 ml,311,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Crystalloids (ml)|NS  w/30 mmol (as PO4) KPO4 500 ml,NS  w/30 mmol (as PO4) KPO4 500 ml,498,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Crystalloids (ml)|NS  w/40 mEq KCL,NS  w/40 mEq KCL,1047,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Crystalloids (ml)|NS  w/40 mEq KCL 1000 ml,NS  w/40 mEq KCL 1000 ml,2258,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Crystalloids (ml)|NS  w/40 mEq KCL 500 ml,NS  w/40 mEq KCL 500 ml,106,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Crystalloids (ml)|NS  w/45 mmol (as PO4) KPO4 1000 ml,NS  w/45 mmol (as PO4) KPO4 1000 ml,182,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Crystalloids (ml)|NS  w/45 mmol (as PO4) KPO4 500 ml,NS  w/45 mmol (as PO4) KPO4 500 ml,245,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Crystalloids (ml)|NS  w/60 mEq KCL 1000 ml,NS  w/60 mEq KCL 1000 ml,387,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Crystalloids (ml)|NS @ KVO,NS @ KVO,249,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Crystalloids (ml)|NS + ABX,NS + ABX,200,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Crystalloids (ml)|NS + Abx,NS + Abx,115,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Crystalloids (ml)|NS + ADD,NS + ADD,354,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Crystalloids (ml)|NS 1.5%,NS 1.5%,124,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Crystalloids (ml)|NS Addits ,NS Addits ,104,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Crystalloids (ml)|NS BOLUS,NS BOLUS,103,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Crystalloids (ml)|NS Bolus,NS Bolus,552,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Crystalloids (ml)|NS bolus,NS bolus,642,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Crystalloids (ml)|NS flushes,NS flushes,299,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Crystalloids (ml)|NS KVO,NS KVO,3226,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Crystalloids (ml)|NS TKO,NS TKO,181,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Crystalloids (ml)|NS w/ abx,NS w/ abx,164,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Crystalloids (ml)|NS with 20KCL,NS with 20KCL,202,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Crystalloids (ml)|NS/abx,NS/abx,111,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Crystalloids (ml)|NS+abx,NS+abx,333,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Crystalloids (ml)|NS+KCl,NS+KCl,388,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Crystalloids (ml)|NSS,NSS,293,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Crystalloids (ml)|NSS w/ abx,NSS w/ abx,167,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Crystalloids (ml)|octreotide,octreotide,3076,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Crystalloids (ml)|Octreotide,Octreotide,272,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Crystalloids (ml)|Octreotide (NS)-IN,Octreotide (NS)-IN,750,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Crystalloids (ml)|Other meds,Other meds,117141,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Crystalloids (ml)|pantoprazole,pantoprazole,4329,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Crystalloids (ml)|PANTOPRAZOLE,PANTOPRAZOLE,10044,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Crystalloids (ml)|Pantoprazole (NS)-IN,Pantoprazole (NS)-IN,1686,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Crystalloids (ml)|phenylephrine,phenylephrine,7214,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Crystalloids (ml)|Phenylephrine,Phenylephrine,114,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Crystalloids (ml)|PHENYLEPHRINE,PHENYLEPHRINE,108,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Crystalloids (ml)|Phenylephrine (NS)-IN,Phenylephrine (NS)-IN,506,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Crystalloids (ml)|Phenylephrine-IN,Phenylephrine-IN,452,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Crystalloids (ml)|Plasmalyte ,Plasmalyte ,1402,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Crystalloids (ml)|Potassium,Potassium,149,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Crystalloids (ml)|Precedex,Precedex,1216,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Crystalloids (ml)|precedex,precedex,451,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Crystalloids (ml)|PROPOFOL,PROPOFOL,1040,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Crystalloids (ml)|Propofol,Propofol,3641,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Crystalloids (ml)|propofol,propofol,41886,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Crystalloids (ml)|Propofol gtt,Propofol gtt,232,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Crystalloids (ml)|PROPOFOL GTT,PROPOFOL GTT,122,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Crystalloids (ml)|Propofol v2-IN,Propofol v2-IN,4090,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Crystalloids (ml)|proprofol,proprofol,130,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Crystalloids (ml)|Protonix,Protonix,731,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Crystalloids (ml)|protonix,protonix,441,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Crystalloids (ml)|PROTONIX,PROTONIX,191,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Crystalloids (ml)|Protonix drip,Protonix drip,217,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Crystalloids (ml)|PROTONIX DRIP ,PROTONIX DRIP ,111,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Crystalloids (ml)|Saline Flush (mL),Saline Flush (mL),2422,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Crystalloids (ml)|Sodium Acetate,Sodium Acetate,213,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Crystalloids (ml)|sodium acetate,sodium acetate,111,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Crystalloids (ml)|Sodium acetate ,Sodium acetate ,231,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Crystalloids (ml)|sodium bicarb,sodium bicarb,101,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Crystalloids (ml)|Sodium Bicarb,Sodium Bicarb,291,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Crystalloids (ml)|Sodium Phosphate,Sodium Phosphate,108,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Crystalloids (ml)|Sorensens,Sorensens,675,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Crystalloids (ml)|sorensens,sorensens,130,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Crystalloids (ml)|sorenson,sorenson,1220,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Crystalloids (ml)|Sorenson,Sorenson,1171,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Crystalloids (ml)|Sorenson / CO,Sorenson / CO,935,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Crystalloids (ml)|Sorenson/CO,Sorenson/CO,173,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Crystalloids (ml)|sorenson/co,sorenson/co,336,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Crystalloids (ml)|sorensons,sorensons,1488,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Crystalloids (ml)|Sorensons,Sorensons,1022,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Crystalloids (ml)|sorensons / C.O.,sorensons / C.O.,196,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Crystalloids (ml)|Sorensons/CO,Sorensons/CO,406,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Crystalloids (ml)|sorensons/CO,sorensons/CO,105,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Crystalloids (ml)|Sorenson's/CO,Sorenson's/CO,316,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Crystalloids (ml)|sorenson's/CO,sorenson's/CO,183,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Crystalloids (ml)|Tacrolimus,Tacrolimus,141,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Crystalloids (ml)|Total In,Total In,980,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Crystalloids (ml)|TOTAL IN,TOTAL IN,2002,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Crystalloids (ml)|total in,total in,170,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Crystalloids (ml)|Total in,Total in,198,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Crystalloids (ml)|TPA,TPA,101,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Crystalloids (ml)|Vanco,Vanco,657,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Crystalloids (ml)|vanco,vanco,385,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Crystalloids (ml)|Vancomycin,Vancomycin,742,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Crystalloids (ml)|vancomycin,vancomycin,215,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Crystalloids (ml)|variance,variance,965,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Crystalloids (ml)|Variance,Variance,842,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Crystalloids (ml)|Variance ,Variance ,130,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Crystalloids (ml)|Varience,Varience,122,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Crystalloids (ml)|Vaso,Vaso,246,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Crystalloids (ml)|vasopressin,vasopressin,4729,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Crystalloids (ml)|Vasopressin,Vasopressin,1488,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Crystalloids (ml)|VASOPRESSIN,VASOPRESSIN,310,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Crystalloids (ml)|Vasopressin (NS)-IN,Vasopressin (NS)-IN,438,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Crystalloids (ml)|Vasopressin-IN,Vasopressin-IN,459,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Crystalloids (ml)|vassopressin,vassopressin,103,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Crystalloids (ml)|VECURONIUM,VECURONIUM,453,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Crystalloids (ml)|Versed,Versed,1992,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Crystalloids (ml)|versed,versed,844,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Crystalloids (ml)|VERSED,VERSED,171,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Crystalloids (ml)|Versed ,Versed ,165,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Crystalloids (ml)|Volume (mL)-0.45 % sodium chloride solution,Volume (mL)-0.45 % sodium chloride solution,52652,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Crystalloids (ml)|Volume (mL)-0.45 % sodium chloride with KCl 20 mEq infusion,Volume (mL)-0.45 % sodium chloride with KCl 20 mEq infusion,1380,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Crystalloids (ml)|Volume (mL)-0.9 % sodium chloride solution,Volume (mL)-0.9 % sodium chloride solution,127009,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Crystalloids (ml)|Volume (mL)-0.9 % sodium chloride with potassium chloride 20 mEq/L infusion,Volume (mL)-0.9 % sodium chloride with potassium chloride 20 mEq/L infusion,11534,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Crystalloids (ml)|Volume (mL)-0.9% sodium chloride with potassium chloride 40 mEq/L infusion,Volume (mL)-0.9% sodium chloride with potassium chloride 40 mEq/L infusion,394,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Crystalloids (ml)|Volume (mL)-albumin human (SPA) 25 % injection 12.5 g,Volume (mL)-albumin human (SPA) 25 % injection 12.5 g,907,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Crystalloids (ml)|Volume (mL)-albumin human (SPA) 25 % injection 25 g,Volume (mL)-albumin human (SPA) 25 % injection 25 g,867,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Crystalloids (ml)|Volume (mL)-albumin human 5 % injection,Volume (mL)-albumin human 5 % injection,279,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Crystalloids (ml)|Volume (mL)-albumin human 5 % injection 12.5 g,Volume (mL)-albumin human 5 % injection 12.5 g,1337,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Crystalloids (ml)|Volume (mL)-albumin human 5 % injection 25 g,Volume (mL)-albumin human 5 % injection 25 g,807,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Crystalloids (ml)|Volume (mL)-ALBUMIN HUMAN 5 % IV SOLN Pyxis Override,Volume (mL)-ALBUMIN HUMAN 5 % IV SOLN Pyxis Override,256,,
"flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Crystalloids (ml)|Volume (mL)-ampicillin (OMNIPEN) 2,000 mg in sodium chloride 0.9 % 100 mL IVPB","Volume (mL)-ampicillin (OMNIPEN) 2,000 mg in sodium chloride 0.9 % 100 mL IVPB",149,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Crystalloids (ml)|Volume (mL)-ampicillin-sulbactam (UNASYN) 1.5 g in sodium chloride 0.9 % 100 mL IVPB,Volume (mL)-ampicillin-sulbactam (UNASYN) 1.5 g in sodium chloride 0.9 % 100 mL IVPB,115,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Crystalloids (ml)|Volume (mL)-ampicillin-sulbactam (UNASYN) 3 g in sodium chloride 0.9 % 100 mL IVPB,Volume (mL)-ampicillin-sulbactam (UNASYN) 3 g in sodium chloride 0.9 % 100 mL IVPB,231,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Crystalloids (ml)|Volume (mL)-anticoagulant citrate/dextrose formula A (ACD FORMULA A) infusion,Volume (mL)-anticoagulant citrate/dextrose formula A (ACD FORMULA A) infusion,260,,
"flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Crystalloids (ml)|Volume (mL)-antithrombin III (human) (THROMBATE III) 1,208 Units in STERILE IV DILUENT 22 mL INFUSION syringe","Volume (mL)-antithrombin III (human) (THROMBATE III) 1,208 Units in STERILE IV DILUENT 22 mL INFUSION syringe",494,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Crystalloids (ml)|Volume (mL)-antithrombin III (human) (THROMBATE III) 532 Units in STERILE IV DILUENT 11 mL INFUSION syringe,Volume (mL)-antithrombin III (human) (THROMBATE III) 532 Units in STERILE IV DILUENT 11 mL INFUSION syringe,200,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Crystalloids (ml)|Volume (mL)-antithrombin III (human) (THROMBATE III) 540 Units in STERILE IV DILUENT 11 mL INFUSION syringe,Volume (mL)-antithrombin III (human) (THROMBATE III) 540 Units in STERILE IV DILUENT 11 mL INFUSION syringe,334,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Crystalloids (ml)|Volume (mL)-antithrombin III (human) (THROMBATE III) 550 Units in STERILE IV DILUENT 11 mL INFUSION syringe,Volume (mL)-antithrombin III (human) (THROMBATE III) 550 Units in STERILE IV DILUENT 11 mL INFUSION syringe,881,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Crystalloids (ml)|Volume (mL)-antithrombin III (human) (THROMBATE III) 557 Units in STERILE IV DILUENT 11 mL INFUSION syringe,Volume (mL)-antithrombin III (human) (THROMBATE III) 557 Units in STERILE IV DILUENT 11 mL INFUSION syringe,269,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Crystalloids (ml)|Volume (mL)-antithrombin III (human) (THROMBATE III) 604 Units in STERILE IV DILUENT 11 mL INFUSION syringe,Volume (mL)-antithrombin III (human) (THROMBATE III) 604 Units in STERILE IV DILUENT 11 mL INFUSION syringe,124,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Crystalloids (ml)|Volume (mL)-antithrombin III (human) (THROMBATE III) 621 Units in STERILE IV DILUENT 11 mL INFUSION syringe,Volume (mL)-antithrombin III (human) (THROMBATE III) 621 Units in STERILE IV DILUENT 11 mL INFUSION syringe,483,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Crystalloids (ml)|Volume (mL)-azithromycin (ZITHROMAX) 500 mg in sodium chloride 0.9 % 250 mL IVPB,Volume (mL)-azithromycin (ZITHROMAX) 500 mg in sodium chloride 0.9 % 250 mL IVPB,339,,
